index,x1_b,x1_t,x2_b,x2_t,x3_b,x3_t,x4_b,x4_t,x5_b,x5_t,x6_b,x6_t,x7_b,x7_t,x8_b,x8_t,x9_b,x9_t,x10_b,x10_t,_cons_b,_cons_t,nobs,ncoef,r2adj
917,0.002847369,0.8979635,,,-0.0030561264,-0.96434826,,,0.003447058,1.0885493,,,,,-0.0019232713,-0.60733646,-0.002073909,-0.6549267,0.0024678777,0.77783394,,,100000,7,-1.6847848069545535e-5
820,,,,,-0.0030446008,-0.9607181,,,0.0034496866,1.0893852,0.001386234,0.4373444,,,,,-0.0020661885,-0.65249336,0.0024768878,0.7806724,,,100000,6,-1.6861160576420176e-5
236,,,,,-0.0030243527,-0.95433897,0.0037246214,1.1781449,,,0.0013436759,0.42388976,0.002147699,0.6789299,-0.0019126802,-0.603956,,,,,,,100000,6,-1.6920768201478253e-5
334,,,0.0010940699,0.34534502,-0.0030097747,-0.9497356,0.0037337372,1.1810288,,,,,0.0021545996,0.68109924,,,-0.0020606793,-0.6507681,,,,,100000,6,-1.6920768201478253e-5
253,0.0028362025,0.89442015,,,-0.0030541613,-0.96372306,0.0036909366,1.1674558,0.00345079,1.0897231,0.001365906,0.43089226,0.0021602316,0.68288654,-0.0019198587,-0.6062208,,,,,,,100000,8,-1.695375293153667e-5
34,,,0.0010744862,0.33917242,,,,,,,0.0013644302,0.43046647,,,,,,,,,,,100000,3,-1.696070233592195e-5
394,,,0.0010970256,0.34628677,,,0.0037298973,1.1798173,,,,,,,-0.0019201466,-0.60635185,-0.0020589244,-0.6502144,,,,,100000,5,-1.6993686874799963e-5
554,,,0.0010972179,0.34634286,,,0.0037132564,1.1745461,,,0.0013573513,0.42822906,,,,,,,0.0024779376,0.7810347,,,100000,5,-1.6993686874799963e-5
219,0.002809532,0.8860329,0.0010800151,0.3409058,,,0.0036982768,1.1697785,0.0034293055,1.0829414,,,0.0021728403,0.6868627,-0.0019315049,-0.6099371,,,,,,,100000,7,-1.7026672733511106e-5
314,,,0.0010733989,0.33882338,,,0.0037001097,1.1703633,0.0034223697,1.0807647,0.0013544533,0.4273159,,,,,-0.0020598723,-0.6505139,,,,,100000,6,-1.7039983451816454e-5
51,0.0028353457,0.8941602,0.0010481775,0.330862,,,,,0.0034412474,1.0867468,0.0013863926,0.43738484,,,,,,,,,,,100000,5,-1.711290093298068e-5
71,0.0028463264,0.89763767,0.0010687285,0.3373458,-0.0030234442,-0.95403993,,,,,,,0.0021414142,0.6769338,,,,,,,,,100000,5,-1.711290093298068e-5
591,0.0028286774,0.89206356,0.0010913112,0.34446904,-0.0030290156,-0.9557964,0.0037135447,1.1746315,,,,,0.0021525028,0.6804368,,,,,0.0024778193,0.780998,,,100000,7,-1.7145889176228835e-5
131,0.0028331478,0.8934905,0.0010710164,0.33807653,,,,,,,,,,,-0.0019163295,-0.6051475,,,,,,,100000,4,-1.7185816955977984e-5
598,,,0.0010735405,0.33886006,-0.0030329658,-0.95704,,,0.0034531974,1.0904744,,,0.0021573799,0.6819756,,,,,0.0024647121,0.7768496,,,100000,6,-1.7218806327434777e-5
351,0.0028311613,0.8928395,0.0010675822,0.3369782,-0.0030400371,-0.95926255,0.00370006,1.1703421,0.0034389407,1.0859729,,,0.002166773,0.68494225,,,-0.0020691496,-0.6534385,,,,,100000,8,-1.72517970187247e-5
361,0.002838854,0.8952615,,,,,0.0037132732,1.1745452,,,0.0013765671,0.43428484,0.002155431,0.68137556,,,-0.0020729876,-0.65465164,,,,,100000,6,-1.72784139527149e-5
428,,,,,-0.0030272081,-0.955242,0.0037228495,1.1775862,,,0.001342889,0.42364153,,,-0.0019088053,-0.602732,-0.0020545374,-0.6488291,,,,,100000,6,-1.72784139527149e-5
651,0.0028149537,0.88774437,0.0010938075,0.34526575,,,0.003709676,1.17341,,,,,,,-0.001918399,-0.60579985,,,0.0024689946,0.77821726,,,100000,6,-1.72784139527149e-5
165,0.0028601037,0.9019677,,,-0.003040517,-0.95943284,,,,,0.0013749478,0.43374753,,,-0.0019045714,-0.60139614,,,,,,,100000,5,-1.7351329049342112e-5
368,,,,,,,,,0.0034601956,1.0927366,0.0013725029,0.4330154,0.0021605622,0.6829947,,,-0.0020546545,-0.64886725,,,,,100000,5,-1.7351329049342112e-5
658,,,0.0010766565,0.3398522,,,,,0.003434063,1.0844507,,,,,-0.0019231187,-0.60728896,,,0.0024557225,0.7740167,,,100000,5,-1.7351329049342112e-5
608,,,,,,,,,,,0.0013756373,0.434003,0.0021459295,0.67837447,,,,,0.0024828052,0.78257793,,,100000,4,-1.736463625490181e-5
692,,,,,-0.0030499771,-0.9624136,,,0.003455655,1.0912664,0.0013641395,0.43034655,,,-0.0019115801,-0.6036068,,,0.0024597486,0.7752896,,,100000,6,-1.73976292030531e-5
968,,,,,,,0.0037267506,1.178821,,,,,0.0021580702,0.68220985,-0.0019169552,-0.60534406,-0.0020777215,-0.6561338,0.0024834643,0.78276557,,,100000,6,-1.73976292030531e-5
445,0.0028445246,0.89703846,,,-0.0030571516,-0.96466863,0.0036890383,1.166857,0.0034413347,1.086745,0.0013650361,0.4306178,,,-0.0019161191,-0.6050395,-0.0020631298,-0.65153813,,,,,100000,8,-1.743062347103752e-5
263,0.0028547756,0.90029633,0.0010591672,0.33433312,-0.003026458,-0.9549932,,,,,,,,,,,-0.0020617803,-0.65111274,,,,,100000,5,-1.747054310752283e-5
126,,,0.0010703175,0.3378421,-0.003033866,-0.95732105,0.003702716,1.1711855,0.0034473466,1.08863,0.0013643402,0.43043306,0.0021661639,0.6847501,,,,,,,,,100000,7,-1.7503538503937932e-5
411,0.0028178964,0.8886648,0.0010702523,0.33782953,,,0.0036963485,1.1691703,0.0034198207,1.0799539,,,,,-0.0019275022,-0.6086726,-0.0020674171,-0.6528918,,,,,100000,7,-1.7503538503937932e-5
685,0.0028422961,0.8963433,,,-0.0030459159,-0.96113497,0.0037023656,1.1710962,,,0.0013681282,0.4315921,,,-0.0019066683,-0.6020571,,,0.0024727455,0.7794029,,,100000,7,-1.7503538503937932e-5
783,0.002837131,0.8947236,0.0010816975,0.34144,-0.003032075,-0.956764,0.0037116047,1.1740197,,,,,,,,,-0.0020859211,-0.6587188,0.002491219,0.78520155,,,100000,7,-1.7503538503937932e-5
888,,,,,,,0.0036971672,1.1694325,0.0034185085,1.079522,0.0013658915,0.43092552,0.0021712135,0.6863594,,,-0.002078482,-0.65637445,0.0024652688,0.7770094,,,100000,7,-1.7503538503937932e-5
705,0.0028334283,0.8935844,,,,,,,,,,,0.0021453188,0.67818123,-0.001913214,-0.60416347,,,0.0024734777,0.77963895,,,100000,5,-1.7530150136613187e-5
448,,,,,,,,,,,,,0.0021474713,0.6788615,-0.0019146538,-0.6046184,-0.0020535479,-0.64851743,,,,,100000,4,-1.7543455553825638e-5
571,0.0028179353,0.8886614,0.0010707214,0.33797303,,,0.0036801363,1.1640351,0.0033998953,1.073638,0.0013791665,0.43510097,,,,,,,0.0024505882,0.77239436,,,100000,7,-1.756314672540782e-5
206,,,0.001093577,0.34518942,-0.003015301,-0.95147824,0.0037328354,1.1807439,,,,,0.0021533032,0.6806896,-0.0019290682,-0.6091685,,,,,,,100000,6,-1.7576452078449378e-5
465,0.0028356449,0.8942752,,,,,,,0.00345702,1.0917275,,,0.0021599298,0.68279463,-0.0019224529,-0.607079,-0.0020621517,-0.65123016,,,,,100000,6,-1.7576452078449378e-5
625,0.0028356214,0.8942522,,,,,,,0.0034368786,1.0853431,0.0013978884,0.4410127,0.0021583792,0.68230474,,,,,0.0024549556,0.77377987,,,100000,6,-1.7576452078449378e-5
790,,,0.0010641214,0.33589223,-0.003035786,-0.95793205,,,0.003443923,1.0875533,,,,,,,-0.0020673666,-0.6528645,0.0024780275,0.7810264,,,100000,6,-1.7576452078449378e-5
223,0.0028227328,0.890187,0.0010670346,0.33680534,-0.0030456008,-0.96101713,0.0036990938,1.1700369,0.0034447797,1.0878133,,,0.002165437,0.68452007,-0.0019367195,-0.61158264,,,,,,,100000,8,-1.7669058740787946e-5
800,,,,,,,,,,,0.0013746186,0.43368164,,,,,-0.0020710384,-0.65402526,0.0024959038,0.78668636,,,100000,4,-1.772227485297151e-5
186,,,0.0010730249,0.33870533,,,0.0036992948,1.1701059,0.0034282012,1.0826027,0.0013323192,0.4203062,,,-0.0019163992,-0.6051285,,,,,,,100000,6,-1.77552749540677e-5
837,0.0028548187,0.9003149,,,-0.003029952,-0.95609975,,,,,,,0.0021392675,0.67626613,,,-0.002080847,-0.6571174,0.0024959825,0.78671193,,,100000,6,-1.77552749540677e-5
985,0.002818165,0.88875496,,,,,0.0036928868,1.1680751,0.0034160754,1.0787475,,,0.0021705795,0.68615884,-0.0019244408,-0.6077057,-0.0020861155,-0.65878004,0.002456329,0.7741929,,,100000,8,-1.7847885193100765e-5
240,,,,,,,,,0.0034660483,1.0945812,0.0013504368,0.4260267,0.0021593708,0.68261826,-0.0019109523,-0.60340965,,,,,,,100000,5,-1.7887792311155337e-5
897,0.0028418805,0.8962438,,,,,,,,,,,,,-0.0019090591,-0.6028511,-0.0020788452,-0.6564857,0.00248709,0.78390956,,,100000,5,-1.7887792311155337e-5
38,,,0.0010614148,0.33504316,-0.0030202775,-0.95304847,,,,,0.001373063,0.43318793,,,,,,,,,,,100000,4,-1.7901094151895336e-5
55,0.0028487202,0.8983685,0.0010349329,0.32667822,-0.0030507026,-0.9626268,,,0.003456732,1.0916222,0.0013954069,0.44022658,,,,,,,,,,,100000,6,-1.7934097829686024e-5
398,,,0.0010839244,0.34214804,-0.0030183664,-0.95244765,0.0037308743,1.1801252,,,,,,,-0.0019252117,-0.60795027,-0.0020556196,-0.64917004,,,,,100000,6,-1.7934097829686024e-5
558,,,0.0010844751,0.34231737,-0.0030255064,-0.954697,0.0037146388,1.1749828,,,0.0013664012,0.43108207,,,,,,,0.002483139,0.7826727,,,100000,6,-1.7934097829686024e-5
817,0.0028440445,0.8969025,,,,,,,0.0034273076,1.0823284,0.0013970407,0.44074526,,,,,-0.002079966,-0.6568398,0.0024686533,0.7780773,,,100000,6,-1.7993705454966147e-5
318,,,0.0010606481,0.33479533,-0.003036841,-0.95826185,0.0037008533,1.1705979,0.0034379805,1.08568,0.0013634445,0.43015045,,,,,-0.0020567074,-0.6495137,,,,,100000,7,-1.8040012495834645e-5
655,0.0028288995,0.8921332,0.0010811755,0.3412752,-0.0030374695,-0.9584651,0.0037107994,1.1737652,,,,,,,-0.0019235072,-0.60741186,,,0.0024740638,0.7798134,,,100000,7,-1.8040012495834645e-5
135,0.0028464512,0.89767665,0.0010586536,0.33417097,-0.0030319705,-0.95673144,,,,,,,,,-0.0019213425,-0.6067294,,,,,,,100000,5,-1.8066613398426412e-5
338,,,0.0010789249,0.34056538,,,,,0.0034538736,1.0907285,,,0.00216589,0.6846671,,,-0.002055686,-0.6491922,,,,,100000,5,-1.8066613398426412e-5
578,,,0.0011025842,0.34803438,,,,,,,,,0.0021514746,0.6801156,,,,,0.0024839102,0.7829209,,,100000,4,-1.8079913450819163e-5
233,0.0028302828,0.8925639,,,,,0.0037123696,1.1742594,,,0.0013543726,0.42725566,0.002154041,0.6809363,-0.0019062208,-0.60191673,,,,,,,100000,6,-1.8112920705304347e-5
331,0.0028253726,0.8910245,0.0010963294,0.34605885,,,0.0037213934,1.1771142,,,,,0.0021607606,0.6830484,,,-0.002074256,-0.65505135,,,,,100000,6,-1.8112920705304347e-5
372,,,,,-0.003035237,-0.95776135,,,0.0034755724,1.097578,0.0013816835,0.43590975,0.0021532886,0.680693,,,-0.002051334,-0.647818,,,,,100000,6,-1.8112920705304347e-5
662,,,0.0010634114,0.3356681,-0.0030414227,-0.9597095,,,0.0034498041,1.0894067,,,,,-0.0019281851,-0.60888773,,,0.0024607491,0.77559954,,,100000,6,-1.8112920705304347e-5
415,0.0028312264,0.8928596,0.0010573958,0.33376822,-0.0030486064,-0.9619676,0.0036972407,1.1694524,0.0034354234,1.0848664,,,,,-0.0019327987,-0.61034405,-0.0020641473,-0.65185857,,,,,100000,8,-1.8145929280288797e-5
575,0.0028312171,0.89284074,0.0010576714,0.33385068,-0.00305588,-0.9642589,0.003680858,1.1642634,0.003415382,1.0785139,0.0013886973,0.43810564,,,,,,,0.0024557274,0.77401274,,,100000,8,-1.8205538097726404e-5
760,,,,,,,0.0036961695,1.1691171,0.0034243222,1.0813544,0.0013436109,0.42386928,0.0021698263,0.6859211,-0.001912999,-0.60405475,,,0.0024477288,0.77149975,,,100000,7,-1.8218837159578172e-5
612,,,,,-0.0030233539,-0.9540231,,,,,0.0013845944,0.43682697,0.0021386507,0.6760711,,,,,0.002487828,0.7841595,,,100000,5,-1.8245434485475442e-5
365,0.0028527023,0.8996192,,,-0.0030311109,-0.9564622,0.0037139773,1.1747673,,,0.0013855596,0.4371197,0.0021481854,0.67908275,,,-0.002069827,-0.6536528,,,,,100000,7,-1.827844538104806e-5
469,0.0028493241,0.89858,,,-0.0030467168,-0.9613771,,,0.0034729687,1.0967499,,,0.0021526155,0.6804802,-0.0019275242,-0.60867935,-0.0020588469,-0.6501859,,,,,100000,7,-1.827844538104806e-5
629,0.0028493658,0.8985774,,,-0.0030541217,-0.96370995,,,0.0034527332,1.0903358,0.001406796,0.4438207,0.0021511093,0.6800045,,,,,0.002460239,0.7754437,,,100000,7,-1.827844538104806e-5
858,,,0.0011016802,0.34774306,,,0.0037050075,1.1719129,0.0034123494,1.077565,,,0.0021768003,0.6881136,,,-0.0020796303,-0.656736,0.0024665552,0.7774095,,,100000,7,-1.827844538104806e-5
672,,,,,,,,,,,0.0013525543,0.42669332,,,-0.0018977845,-0.5992531,,,0.0024787132,0.78128725,,,100000,4,-1.8318339182643584e-5
770,,,0.0010929448,0.34499714,,,,,,,,,,,,,-0.0020727213,-0.6545555,0.0024974488,0.7871682,,,100000,4,-1.8318339182643584e-5
595,0.0028218133,0.889912,0.001076001,0.3396373,,,,,0.0034310862,1.083502,,,0.002163765,0.6839956,,,,,0.0024563398,0.77421075,,,100000,6,-1.8351351205980748e-5
972,,,,,-0.0030217401,-0.953516,0.0037273194,1.1790003,,,,,0.0021508634,0.67992914,-0.0019220884,-0.6069637,-0.002074396,-0.65508294,0.0024887344,0.78442514,,,100000,7,-1.8397661823543743e-5
432,,,,,,,,,0.0034567425,1.0916505,0.001349686,0.4257898,,,-0.0019069397,-0.60214216,-0.0020494205,-0.6472141,,,,,100000,5,-1.8424255572746517e-5
425,0.0028385767,0.89517343,,,,,0.0037103842,1.1736332,,,0.0013534103,0.4269521,,,-0.0019023853,-0.6007052,-0.0020681277,-0.65311664,,,,,100000,6,-1.847056645631895e-5
709,0.0028465474,0.89771193,,,-0.0030353805,-0.95781153,,,,,,,0.0021379779,0.67585856,-0.0019180942,-0.6057035,,,0.0024787826,0.78130966,,,100000,6,-1.847056645631895e-5
892,,,,,-0.0030397826,-0.9591941,0.0036977432,1.1696141,0.0034340466,1.0844142,0.0013747488,0.43371776,0.0021639245,0.68405294,,,-0.0020753397,-0.65538114,0.002470225,0.77857006,,,100000,8,-1.8503582184914436e-5
689,0.0028355767,0.8942376,,,,,,,0.0034332497,1.0842015,0.001374884,0.43372768,,,-0.0019051741,-0.6015845,,,0.002451377,0.772651,,,100000,6,-1.853017408159907e-5
106,,,0.0010992124,0.3469695,,,0.003724096,1.1779729,,,0.0013526491,0.42674646,0.0021602537,0.6828884,,,,,,,,,100000,5,-1.8543469630927234e-5
210,,,0.0010784726,0.34042266,,,,,0.003459791,1.0925936,,,0.0021647157,0.6842961,-0.0019275615,-0.6086919,,,,,,,100000,5,-1.8543469630927234e-5
452,,,,,-0.003015812,-0.95164704,,,,,,,0.0021399644,0.6764859,-0.0019200586,-0.6063237,-0.002050154,-0.64744484,,,,,100000,5,-1.8543469630927234e-5
190,,,0.0010603055,0.33468717,-0.0030421696,-0.9599422,0.0037001146,1.1703646,0.003443924,1.0875533,0.0013413335,0.42314786,,,-0.0019212452,-0.60665756,,,,,,,100000,7,-1.8576486487509314e-5
804,,,,,-0.0030263315,-0.9549648,,,,,0.0013837314,0.4365547,,,,,-0.0020682947,-0.65315795,0.002501259,0.78837293,,,100000,5,-1.8603076660017592e-5
989,0.0028317256,0.8930224,,,-0.003051678,-0.96294117,0.0036940079,1.1684294,0.0034314904,1.083601,,,0.0021632183,0.68382967,-0.0019296567,-0.60935175,-0.002082815,-0.65773714,0.0024613936,0.7757879,,,100000,9,-1.8609504664812704e-5
821,0.002857761,0.90121883,,,-0.00305712,-0.9646581,,,0.0034432448,1.0873474,0.0014059539,0.44355506,,,,,-0.00207675,-0.65582365,0.0024737162,0.77967185,,,100000,7,-1.8636094708757156e-5
952,,,,,,,0.003694383,1.1685537,0.0034148088,1.0783578,0.0013428065,0.4236155,,,-0.0019091192,-0.6028292,-0.002073605,-0.6548338,0.0024614488,0.77580446,,,100000,7,-1.8636094708757156e-5
203,0.0028169467,0.88837284,0.0010958735,0.3459149,,,0.0037204945,1.1768302,,,,,0.0021594455,0.68263286,-0.0019229752,-0.6072448,,,,,,,100000,6,-1.870899695699535e-5
244,,,,,-0.0030406676,-0.9594739,,,0.0034813022,1.0993837,0.0013594207,0.42885882,0.0021519559,0.68027186,-0.0019160366,-0.605014,,,,,,,100000,6,-1.870899695699535e-5
787,0.0028303599,0.8926014,0.0010665177,0.33664927,,,,,0.003421619,1.0805203,,,,,,,-0.0020809995,-0.65716535,0.0024700316,0.7785065,,,100000,6,-1.870899695699535e-5
901,0.0028548357,0.9003198,,,-0.0030383794,-0.95876,,,,,,,,,-0.0019145176,-0.60457355,-0.0020755872,-0.65545624,0.0024921962,0.78551763,,,100000,6,-1.870899695699535e-5
123,0.0028197265,0.8892262,0.001072682,0.33858907,,,0.0036906854,1.16737,0.0034255187,1.0817478,0.0013745136,0.433634,0.0021723628,0.6867111,,,,,,,,,100000,7,-1.8755311151474885e-5
35,0.0028434137,0.8967062,0.0010637154,0.3357699,,,,,,,0.0013836377,0.4365155,,,,,,,,,,,100000,4,-1.885479707963711e-5
342,,,0.0010658702,0.33644146,-0.003026509,-0.9550024,,,0.0034697105,1.0957152,,,0.0021584742,0.6823205,,,-0.0020523798,-0.64814734,,,,,100000,6,-1.8887819832613673e-5
237,0.002844279,0.89696836,,,-0.003036455,-0.9581475,0.0037131335,1.1745005,,,0.0013633809,0.43009546,0.0021468694,0.67866695,-0.0019113529,-0.6035361,,,,,,,100000,7,-1.893413581521841e-5
335,0.0028390903,0.8953413,0.0010836398,0.34205014,-0.0030225515,-0.9537568,0.003722458,1.1774508,,,,,0.0021534965,0.6807499,,,-0.002070875,-0.6539829,,,,,100000,7,-1.893413581521841e-5
730,,,0.001100997,0.34752738,,,0.0037040266,1.1716028,0.0034182617,1.0794284,,,0.0021754508,0.6876871,-0.0019295748,-0.6093265,,,0.0024492582,0.77197677,,,100000,7,-1.893413581521841e-5
298,,,0.0010895984,0.34394023,,,0.0037222095,1.1773779,,,0.0013517964,0.42647752,,,,,-0.00206166,-0.6510779,,,,,100000,5,-1.8960718834559742e-5
402,,,0.0010689693,0.33742827,,,,,0.0034505178,1.0896733,,,,,-0.0019236972,-0.60747117,-0.0020507737,-0.6476405,,,,,100000,5,-1.8960718834559742e-5
582,,,0.0010901197,0.34409672,-0.0030150372,-0.9513944,,,,,,,0.0021440114,0.6777541,,,,,0.002489076,0.78454757,,,100000,5,-1.8960718834559742e-5
642,,,0.0010924715,0.34484777,,,,,,,,,,,-0.0019144583,-0.60455567,,,0.0024800794,0.7817126,,,100000,4,-1.9033616378560936e-5
562,,,0.0010694137,0.337564,,,,,0.0034302194,1.083239,0.0013731924,0.43322894,,,,,,,0.0024616653,0.7758873,,,100000,5,-1.907993289274046e-5
764,,,,,-0.0030452106,-0.96090585,0.003696952,1.1693641,0.0034400183,1.0862963,0.0013525619,0.426691,0.002162656,0.6836521,-0.0019181456,-0.6056786,,,0.0024530173,0.7731653,,,100000,8,-1.90996703592905e-5
862,,,0.0010892637,0.3438206,-0.0030315975,-0.9566067,0.0037061514,1.1722742,0.003427848,1.0824449,,,0.0021694175,0.6857775,,,-0.00207652,-0.655753,0.0024716475,0.7790132,,,100000,8,-1.90996703592905e-5
599,0.0028358127,0.89431787,0.0010633005,0.33562526,-0.003045471,-0.9609754,,,0.0034466803,1.0884122,,,0.002156296,0.68163234,,,,,0.0024614146,0.77580905,,,100000,7,-1.9112960479183982e-5
395,0.0028252318,0.89097965,0.0010860584,0.3428222,,,0.0037184474,1.1761844,,,,,,,-0.001919114,-0.6060251,-0.0020691028,-0.6534238,,,,,100000,6,-1.9185857958570196e-5
436,,,,,-0.003043505,-0.96037126,,,0.0034720153,1.0964589,0.0013586709,0.42862228,,,-0.0019122561,-0.6038198,-0.0020464226,-0.64626664,,,,,100000,6,-1.9185857958570196e-5
555,0.0028252278,0.89096266,0.0010865555,0.34297457,,,0.0037021146,1.1710109,,,0.0013766979,0.434322,,,,,,,0.002474608,0.7799838,,,100000,6,-1.9185857958570196e-5
872,,,,,,,0.0037191801,1.1764193,,,0.0013630572,0.4300311,0.0021579198,0.6821615,,,-0.002080323,-0.65695536,0.0024891552,0.78455675,,,100000,6,-1.9185857958570196e-5
352,,,,,,,,,,,0.0013701193,0.4322631,0.002146911,0.67868376,,,-0.0020561516,-0.64933956,,,,,100000,4,-1.9212435677484763e-5
369,0.002845957,0.8975055,,,,,,,0.0034531998,1.0905234,0.001392494,0.43931183,0.0021594767,0.68265074,,,-0.0020648628,-0.6520861,,,,,100000,6,-1.924546558385032e-5
676,,,,,-0.0030315327,-0.95660514,,,,,0.0013617751,0.42960045,,,-0.0019026148,-0.6007773,,,0.0024842124,0.783019,,,100000,5,-1.9258753980011534e-5
429,0.0028526366,0.8995981,,,-0.003039433,-0.9590893,0.0037113095,1.1739254,,,0.0013625927,0.4298468,,,-0.0019073503,-0.602272,-0.0020648239,-0.6520726,,,,,100000,7,-1.9291785143149554e-5
693,0.002849472,0.8986104,,,-0.0030623379,-0.9663034,,,0.0034493275,1.0892646,0.0013838928,0.4365675,,,-0.001910099,-0.6031384,,,0.002456555,0.7742817,,,100000,7,-1.9291785143149554e-5
609,0.0028436705,0.89679253,,,,,,,,,0.0013950679,0.4401226,0.0021450308,0.67808986,,,,,0.0024795895,0.7815631,,,100000,5,-1.9318361009101892e-5
774,,,0.0010804356,0.34104535,-0.0030182402,-0.9524071,,,,,,,,,,,-0.0020692574,-0.6534611,0.0025024079,0.7887298,,,100000,5,-1.9318361009101892e-5
315,0.002828248,0.89190745,0.0010630484,0.3355536,,,0.003688864,1.1667956,0.0034161443,1.0787951,0.00137374,0.43338996,,,,,-0.0020702735,-0.65379363,,,,,100000,7,-1.9351393364397396e-5
922,,,0.0010913565,0.34448984,,,0.0037021309,1.1710051,0.003408722,1.0764236,,,,,-0.001925753,-0.60811913,-0.0020747834,-0.65520513,0.0024626919,0.77619094,,,100000,7,-1.9351393364397396e-5
956,,,,,-0.003048113,-0.96182376,0.0036951113,1.1687834,0.0034304871,1.0832944,0.0013516987,0.4264187,,,-0.0019141918,-0.6044298,-0.0020703534,-0.6538063,0.0024666353,0.7774377,,,100000,8,-1.9397714446256487e-5
110,,,0.0010863383,0.34290248,-0.0030161454,-0.95174104,0.003725305,1.1783546,,,0.0013615469,0.42955148,0.0021531566,0.68064266,,,,,,,,,100000,6,-1.9424288459246597e-5
659,0.0028220452,0.88998467,0.0010659778,0.3364788,,,,,0.0034276443,1.0824193,,,,,-0.0019218173,-0.6068773,,,0.002452492,0.77299714,,,100000,6,-1.9424288459246597e-5
170,,,0.0010892784,0.34383923,,,0.0037214418,1.1771355,,,0.0013297814,0.41950533,,,-0.0019077406,-0.60239583,,,,,,,100000,5,-1.9437575067060564e-5
449,0.002843776,0.8968416,,,,,,,,,,,0.0021463253,0.6784984,-0.0019138458,-0.6043624,-0.0020638616,-0.65176964,,,,,100000,5,-1.9437575067060564e-5
791,0.0028442019,0.8969576,0.0010536879,0.3325964,-0.0030485564,-0.9619512,,,0.0034371614,1.085414,,,,,,,-0.0020776407,-0.656104,0.0024748947,0.7800379,,,100000,7,-1.9470609807115125e-5
969,0.0028262408,0.8913032,,,,,0.0037151102,1.1751283,,,,,0.0021572777,0.68195856,-0.0019158457,-0.6049929,-0.0020878892,-0.65933967,0.0024802925,0.7817646,,,100000,7,-1.9470609807115125e-5
207,0.0028309305,0.89277357,0.0010832448,0.34192538,-0.0030279465,-0.9554579,0.0037216528,1.1771963,,,,,0.0021522664,0.6803612,-0.0019279053,-0.60880053,,,,,,,100000,7,-1.9530218028362967e-5
214,,,0.001065392,0.33629048,-0.003032046,-0.95674855,,,0.003475559,1.0975583,,,0.0021572157,0.6819228,-0.0019325422,-0.6102635,,,,,,,100000,6,-1.9543503709806842e-5
127,0.002833065,0.8934235,0.0010597041,0.3344895,-0.0030465152,-0.96130174,0.0036914868,1.1676233,0.0034410316,1.0866318,0.0013840997,0.43665615,0.0021652873,0.6844722,,,,,,,,,100000,8,-1.9576540898569306e-5
889,0.0028283799,0.89195466,,,,,0.0036852204,1.1656429,0.0034121708,1.0775168,0.0013851565,0.4369927,0.0021701835,0.6860331,,,-0.0020888555,-0.6596452,0.002462095,0.77600783,,,100000,8,-1.9576540898569306e-5
976,,,,,,,,,0.0034464372,1.0883602,,,0.002162315,0.683548,-0.0019204246,-0.6064375,-0.0020695527,-0.65355426,0.002467486,0.7777111,,,100000,6,-1.960311133486492e-5
39,0.0028568187,0.9009242,0.0010513692,0.33186963,-0.0030328725,-0.9570123,,,,,0.0013928834,0.4394302,,,,,,,,,,,100000,5,-1.9676003183421997e-5
801,0.002852135,0.89945585,,,,,,,,,0.0013942445,0.43986285,,,,,-0.0020818312,-0.6574283,0.0024930628,0.7857897,,,100000,5,-1.9676003183421997e-5
224,,,,,,,,,,,0.0013480487,0.42527297,0.0021455975,0.6782687,-0.001902445,-0.60072464,,,,,,,100000,4,-1.9748893574478288e-5
734,,,0.0010885807,0.343605,-0.0030371586,-0.95836043,0.0037052073,1.1719759,0.0034338182,1.0843265,,,0.0021680985,0.68536067,-0.0019346427,-0.6109258,,,0.00245426,0.77355176,,,100000,8,-1.9755367350882125e-5
302,,,0.0010767847,0.33989233,-0.0030191268,-0.9526838,0.0037234642,1.1777742,,,0.0013607012,0.42928466,,,,,-0.0020583381,-0.6500282,,,,,100000,6,-1.9781934210483243e-5
187,0.0028197542,0.8892344,0.0010626289,0.33542112,,,0.003688022,1.1665295,0.003421953,1.0806258,0.0013515047,0.42634803,,,-0.0019148203,-0.60462934,,,,,,,100000,7,-1.9828259134824222e-5
399,0.0028392393,0.89538795,0.0010734868,0.33885077,-0.0030310587,-0.9564423,0.0037196577,1.1765672,,,,,,,-0.0019241415,-0.6076117,-0.0020659675,-0.6524329,,,,,100000,7,-1.9828259134824222e-5
559,0.0028391904,0.89535666,0.0010738936,0.33897465,-0.003038407,-0.9587572,0.0037031856,1.1713496,,,0.0013858622,0.43721104,,,,,,,0.0024798478,0.781634,,,100000,7,-1.9828259134824222e-5
241,0.0028374551,0.8948298,,,,,,,0.0034589728,1.0923427,0.0013703249,0.43229038,0.0021581962,0.6822461,-0.0019096985,-0.60301304,,,,,,,100000,6,-1.9901149460821443e-5
406,,,0.0010556943,0.33323473,-0.0030350785,-0.9577076,,,0.0034661456,1.0945935,,,,,-0.0019288631,-0.6091013,-0.0020474044,-0.64657587,,,,,100000,6,-1.9901149460821443e-5
566,,,0.0010562632,0.33340985,-0.0030422017,-0.95995164,,,0.0034460805,1.0882331,0.0013820595,0.4360242,,,,,,,0.002466859,0.777523,,,100000,6,-1.9901149460821443e-5
